Id,V,F,D,G,Ra
1420,106.88,0.29,1.5,56.63,49.39385
1421,75.7,0.23,1.0,16.23,21.321781
1422,106.88,0.2,1.0,59.378,40.35814
1423,88.79,0.26,1.5,8.751,22.227049
1424,53.44,0.06,1.5,53.5,32.127697
1425,115.17,0.52,0.5,62.83,86.18684
1426,57.95,0.16,0.5,10.78,12.204386
1427,84.78,0.32,1.5,28.66,38.997334
1428,81.58,0.2,0.5,13.44,16.3196
1429,88.79,0.52,0.5,28.3,68.92938
1430,119.69,0.4,0.5,17.99,42.106205
1431,119.69,0.32,0.5,14.52,29.079206
1432,81.58,0.32,0.5,63.88,53.76669
1433,81.58,0.29,1.0,63.88,51.273117
1434,59.85,0.52,1.0,13.453,62.63751
1435,191.95,0.32,0.5,12.6,28.072086
1436,88.79,0.52,1.5,53.44,84.341995
1437,119.69,0.06,1.5,24.881999999999998,17.725737
1438,81.58,0.32,1.0,64.54,55.165253
1439,129.12,0.16,0.5,54.13,33.820286
1440,53.44,0.16,1.5,28.66,24.007315
1441,59.85,0.16,1.5,51.2,35.259632
1442,119.69,0.4,1.5,63.88,67.87756
1443,84.78,0.16,0.5,13.44,13.50741
1444,88.79,0.26,1.0,28.3,30.241182
1445,53.44,0.4,0.5,42.96,54.6928
1446,119.69,0.52,1.0,19.83,65.74063
1447,53.44,0.06,1.0,63.36,35.278675
1448,75.44,0.29,1.5,40.11,41.150604
1449,199.49,0.52,1.0,53.5,82.53131
1450,106.88,0.52,1.0,17.24,64.45359
1451,119.69,0.29,1.5,77.2,59.675552
1452,57.95,0.23,1.0,57.4,41.95866
1453,75.44,0.4,1.5,61.89,66.91233
1454,106.88,0.23,0.5,8.809,16.518604
1455,59.85,0.23,0.5,64.54,44.45209
1456,57.95,0.32,0.5,41.28,42.529663
1457,75.44,0.26,1.5,51.18,43.458157
1458,81.58,0.32,1.0,54.11,49.953598
1459,119.69,0.2,1.0,38.102,29.7022
1460,178.13,0.52,0.5,13.45,61.438866
1461,191.95,0.06,0.5,8.809,6.8176003
1462,129.12,0.52,1.0,42.96,77.30618
1463,129.12,0.52,1.0,10.94,61.286495
1464,199.49,0.16,0.5,12.6,13.006546
1465,53.44,0.29,1.0,63.36,51.090664
1466,53.44,0.23,1.0,50.41,38.47982
1467,53.44,0.29,0.5,12.6,24.617487
1468,129.12,0.52,1.0,54.26,82.9596
1469,88.79,0.23,0.5,13.23,18.742485
1470,191.95,0.32,1.5,13.54,31.37088
1471,88.79,0.23,1.5,13.29,21.60665
1472,75.44,0.4,0.5,51.19,58.73104
1473,191.95,0.29,0.5,56.63,46.503742
1474,115.17,0.2,1.5,39.78,32.311466
1475,57.95,0.26,1.5,63.88,49.862003
1476,57.95,0.26,1.5,66.31,51.077866
1477,57.95,0.52,0.5,40.11,74.915054
1478,119.69,0.29,0.5,18.4,27.42806
1479,115.17,0.16,0.5,9.497,11.491613
1480,75.7,0.2,1.5,13.12,18.99979
1481,84.78,0.29,1.0,51.22,44.938187
1482,199.49,0.26,1.5,50.41,42.99106
1483,53.44,0.32,0.5,13.45,28.636581
1484,53.44,0.52,1.5,63.36,89.40633
1485,88.79,0.2,1.0,18.4,19.86656
1486,191.95,0.32,1.0,62.19,53.9212
1487,59.85,0.32,1.5,12.09,30.764372
1488,84.78,0.06,1.0,13.453,10.268402
1489,57.95,0.26,0.5,59.378,44.77167
1490,191.95,0.29,1.5,41.28,41.65819
1491,191.95,0.23,1.0,16.8,21.524323
1492,81.58,0.06,0.5,44.4,24.662851
1493,81.58,0.2,0.5,18.4,18.80158
1494,191.95,0.26,0.5,13.44,21.670996
1495,53.44,0.29,1.5,62.19,52.271057
1496,115.17,0.2,1.0,53.498999999999995,37.41025
1497,84.78,0.23,1.0,8.809,17.603926
1498,106.88,0.16,0.5,16.23,14.871986
1499,75.44,0.29,0.5,75.52,56.030125
1500,191.95,0.52,1.0,13.453,62.500835
1501,75.7,0.32,0.5,28.66,36.17323
1502,53.44,0.52,1.5,53.44,84.44113
1503,75.7,0.16,0.5,16.23,14.892317
1504,178.13,0.29,0.5,8.751,22.56198
1505,106.88,0.23,1.5,42.96,36.432636
1506,81.58,0.52,1.5,9.497,62.360695
1507,59.85,0.32,0.5,10.78,27.277296
1508,84.78,0.4,1.5,13.54,42.736084
1509,59.85,0.32,1.0,28.3,37.10416
1510,199.49,0.32,1.0,40.11,42.880615
1511,191.95,0.29,0.5,41.28,38.825325
1512,178.13,0.29,1.0,28.3,33.411243
1513,115.17,0.32,1.5,53.44,51.358994
1514,191.95,0.26,0.5,13.45,21.675997
1515,119.69,0.16,0.5,8.809,11.140411
1516,106.88,0.26,1.0,16.8,24.47708
1517,106.88,0.32,0.5,14.51,29.082684
1518,59.85,0.32,1.0,70.09,57.996906
1519,84.78,0.29,0.5,19.83,28.166557
1520,75.7,0.29,0.5,53.44,44.985046
1521,191.95,0.4,1.5,51.18,61.48061
1522,191.95,0.23,1.5,51.22,40.502617
1523,129.12,0.06,1.5,53.5,32.021297
1524,53.44,0.32,0.5,63.36,53.583466
1525,75.44,0.23,0.5,64.54,44.411423
1526,59.85,0.26,1.0,28.3,30.286152
1527,57.95,0.16,1.0,13.23,14.504469
1528,191.95,0.16,0.5,51.5,32.46219
1529,53.44,0.29,1.0,10.94,24.857826
1530,75.7,0.2,1.0,38.102,29.735268
1531,57.95,0.23,1.0,75.52,51.023247
1532,57.95,0.23,1.0,66.31,46.41592
1533,88.79,0.29,1.0,42.96,40.803696
1534,59.85,0.4,1.5,63.36,67.70493
1535,115.17,0.23,0.5,28.3,26.260603
1536,75.7,0.23,1.5,13.23,21.585993
1537,75.44,0.23,1.0,13.45,19.931623
1538,115.17,0.32,1.5,13.44,31.372057
1539,75.44,0.26,1.0,51.152,41.678764
1540,191.95,0.4,1.5,63.88,67.8293
1541,75.44,0.52,1.5,18.4,66.82035
1542,59.85,0.26,0.5,62.83,46.491478
1543,191.95,0.26,0.5,17.32,23.611769
1544,199.49,0.32,1.0,8.809,27.241362
1545,84.78,0.4,1.5,19.96,45.94542
1546,119.69,0.4,1.5,64.54,68.2075
1547,119.69,0.23,0.5,51.19,37.704327
1548,178.13,0.52,1.5,59.378,87.25156
1549,199.49,0.06,0.5,62.19,33.47162
1550,178.13,0.16,0.5,51.2,32.321594
1551,75.7,0.06,0.5,51.152,28.040983
1552,75.44,0.23,0.5,8.751,16.511915
1553,88.79,0.06,1.5,24.881999999999998,17.746881
1554,199.49,0.2,1.5,14.52,19.606789
1555,75.7,0.52,0.5,51.19,80.3941
1556,75.44,0.16,0.5,17.32,15.463392
1557,178.13,0.06,1.5,54.26,32.36733
1558,88.79,0.23,1.0,28.3,27.348967
1559,199.49,0.26,1.5,17.32,26.44037
1560,191.95,0.4,0.5,63.88,64.99702
1561,106.88,0.26,1.0,54.11,43.1375
1562,88.79,0.52,1.5,63.36,89.30533
1563,178.13,0.52,1.0,51.152,81.37119
1564,129.12,0.16,0.5,11.86,12.678415
1565,191.95,0.29,1.5,14.52,28.271364
1566,59.85,0.06,1.5,13.45,12.039698
1567,178.13,0.52,1.5,11.79,63.441578
1568,115.17,0.32,0.5,66.31,54.960632
1569,75.44,0.4,1.0,57.4,62.904083
1570,191.95,0.29,0.5,10.78,23.567915
1571,88.79,0.16,0.5,16.23,14.883781
1572,199.49,0.29,0.5,59.58,47.974403
1573,57.95,0.23,1.5,54.13,42.089924
1574,75.7,0.2,0.5,77.2,48.228184
1575,119.69,0.52,1.0,10.94,61.292934
1576,88.79,0.06,1.0,42.96,25.007006
1577,84.78,0.16,1.0,13.29,14.49016
1578,81.58,0.29,0.5,28.66,32.585644
1579,88.79,0.29,0.5,56.63,46.572083
1580,57.95,0.32,1.0,54.13,50.022285
1581,199.49,0.29,1.0,13.45,25.968504
1582,115.17,0.26,1.0,44.4,38.27586
1583,129.12,0.16,1.5,9.497,14.309938
1584,59.85,0.23,1.0,53.44,39.970093
1585,84.78,0.52,1.5,53.5,84.37477
1586,88.79,0.06,1.0,16.23,11.6507
1587,84.78,0.4,0.5,59.378,62.817726
1588,199.49,0.29,1.0,14.51,26.498816
1589,84.78,0.06,1.5,54.13,32.366234
1590,115.17,0.32,0.5,62.19,52.900063
1591,115.17,0.29,1.0,39.78,39.195507
1592,75.7,0.06,1.0,59.58,33.320244
1593,106.88,0.16,1.0,51.19,33.43464
1594,57.95,0.2,0.5,41.28,30.296808
1595,191.95,0.16,1.5,12.6,15.842154
1596,178.13,0.29,1.5,62.83,52.447914
1597,88.79,0.2,1.0,13.453,17.391085
1598,191.95,0.2,1.0,75.52,48.370552
1599,129.12,0.16,1.5,56.63,37.905655
1600,115.17,0.4,1.5,77.2,74.53921
1601,75.7,0.06,0.5,42.96,23.947248
1602,199.49,0.23,1.0,13.29,19.763542
1603,57.95,0.2,1.0,53.44,37.45587
1604,75.7,0.32,0.5,51.2,47.43513
1605,53.44,0.32,0.5,10.78,27.302015
1606,199.49,0.52,1.0,16.8,64.1702
1607,199.49,0.29,1.0,54.13,46.317833
1608,178.13,0.23,1.0,13.12,19.693684
1609,75.7,0.23,0.5,51.19,37.735535
1610,75.44,0.52,0.5,57.4,83.50311
1611,119.69,0.26,0.5,62.68,46.345737
1612,178.13,0.29,0.5,51.19,43.791683
1613,191.95,0.26,1.5,61.89,48.73783
1614,88.79,0.2,1.5,28.66,26.766613
1615,75.44,0.16,1.5,51.19,35.221855
1616,106.88,0.29,1.5,40.11,41.12964
1617,53.44,0.4,1.5,14.34,43.214985
1618,199.49,0.26,1.0,13.29,22.66059
1619,129.12,0.52,0.5,55.998999999999995,82.759735
1620,199.49,0.2,1.0,53.498999999999995,37.346863
1621,129.12,0.52,0.5,13.453,61.473854
1622,84.78,0.06,0.5,11.86,8.40733
1623,81.58,0.2,0.5,17.24,18.221117
1624,53.44,0.29,1.5,55.72,49.03307
1625,57.95,0.52,1.5,14.45,64.90879
1626,178.13,0.52,1.0,54.26,82.92614
1627,53.44,0.52,0.5,14.45,62.089325
1628,199.49,0.23,0.5,59.58,41.843163
1629,115.17,0.52,0.5,66.31,87.92788
1630,178.13,0.29,0.5,17.32,26.849
1631,75.44,0.4,1.5,56.95,64.44283
1632,199.49,0.32,1.5,10.78,29.986755
1633,53.44,0.26,1.5,44.4,40.132484
1634,115.17,0.06,0.5,51.152,28.014158
1635,59.85,0.2,1.0,59.58,40.52165
1636,199.49,0.29,1.5,53.498999999999995,47.765778
1637,59.85,0.06,1.0,41.28,24.2021
1638,84.78,0.32,0.5,10.94,27.31359
1639,53.44,0.29,1.5,17.32,29.81536
1640,81.58,0.4,1.0,41.28,54.842205
1641,106.88,0.23,1.5,16.8,23.349272
1642,75.7,0.16,1.0,53.5,34.61112
1643,191.95,0.26,1.0,13.54,22.790588
1644,115.17,0.2,1.5,13.54,19.180126
1645,75.44,0.29,0.5,14.52,25.516253
1646,57.95,0.23,1.0,19.83,23.163
1647,75.44,0.23,1.0,13.45,19.931623
1648,88.79,0.16,0.5,24.881999999999998,19.221207
1649,59.85,0.32,0.5,53.48,48.620354
1650,191.95,0.2,1.0,15.6,18.387896
1651,53.44,0.26,0.5,18.4,24.286058
1652,191.95,0.06,0.5,64.54,34.650253
1653,57.95,0.29,0.5,17.99,27.2971
1654,53.44,0.52,1.5,38.102,76.764084
1655,53.44,0.06,1.0,77.2,42.19442
1656,75.44,0.23,1.5,66.31,48.13208
1657,75.44,0.29,1.5,13.45,27.813799
1658,81.58,0.4,1.0,56.63,62.515114
1659,115.17,0.4,0.5,17.24,41.734306
1660,106.88,0.26,0.5,13.453,21.733343
1661,59.85,0.06,0.5,14.51,9.771228
1662,57.95,0.23,1.5,15.6,22.812704
1663,53.44,0.4,1.0,14.45,41.506313
1664,191.95,0.23,1.5,19.958,24.86799
1665,81.58,0.06,0.5,64.54,34.725227
1666,129.12,0.16,0.5,54.13,33.820286
1667,178.13,0.32,1.5,56.95,53.07091
1668,75.7,0.06,1.0,17.24,12.163314
1669,57.95,0.4,1.5,11.79,41.922504
1670,75.7,0.52,1.5,16.23,65.733505
1671,81.58,0.26,1.5,10.94,23.326822
1672,75.44,0.52,0.5,18.4,63.98551
1673,178.13,0.23,0.5,14.34,19.234201
1674,57.95,0.16,1.0,12.6,14.192917
1675,115.17,0.06,1.0,42.96,24.989077
1676,81.58,0.2,0.5,16.23,17.715714
1677,84.78,0.06,1.0,17.32,12.197054
1678,191.95,0.23,1.0,17.24,21.744379
1679,53.44,0.29,1.5,12.6,27.453173
1680,81.58,0.16,0.5,13.12,13.351334
1681,191.95,0.32,0.5,19.83,31.684486
1682,199.49,0.06,0.5,53.498999999999995,29.129698
1683,129.12,0.06,1.5,51.152,30.847904
1684,53.44,0.23,0.5,61.89,43.151913
1685,57.95,0.06,0.5,13.45,9.252848
1686,75.44,0.4,0.5,51.152,58.712048
1687,106.88,0.2,1.5,56.63,40.749783
1688,81.58,0.06,0.5,13.453,9.204004
1689,88.79,0.26,1.0,59.58,45.885048
1690,75.44,0.23,1.0,12.6,19.506521
1691,84.78,0.4,1.0,10.78,39.59424
1692,84.78,0.26,1.0,13.44,22.810919
1693,106.88,0.52,0.5,10.94,60.231785
1694,115.17,0.26,1.0,53.498999999999995,42.82648
1695,178.13,0.16,1.0,28.3,21.939005
1696,57.95,0.2,1.5,55.72,40.36535
1697,119.69,0.32,1.5,61.89,55.581127
1698,115.17,0.29,1.5,17.99,30.058458
1699,59.85,0.23,1.5,8.751,19.378191
1700,75.44,0.52,0.5,18.4,63.98551
1701,106.88,0.26,0.5,56.63,43.328396
1702,106.88,0.52,0.5,50.41,79.97874
1703,75.7,0.2,1.5,56.95,40.933468
1704,88.79,0.06,1.5,19.958,15.259199
1705,81.58,0.4,0.5,38.102,52.184757
1706,115.17,0.29,0.5,10.78,23.618814
1707,75.7,0.32,0.5,18.4,31.046919
1708,53.44,0.06,1.0,42.96,25.080233
1709,59.85,0.32,1.5,56.63,53.028595
1710,129.12,0.4,0.5,44.4,55.301353
1711,81.58,0.16,1.0,13.44,14.566383
1712,106.88,0.06,0.5,53.48,29.183146
1713,88.79,0.06,1.0,50.41,28.729948
1714,115.17,0.16,1.5,51.19,35.19457
1715,115.17,0.23,1.5,56.95,43.42292
1716,57.95,0.29,1.0,51.5,45.137512
1717,57.95,0.23,1.5,28.66,29.347364
1718,57.95,0.52,0.5,39.78,74.74989
1719,199.49,0.26,1.5,62.19,48.882904
1720,199.49,0.26,1.5,12.6,24.079275
1721,191.95,0.16,1.5,14.34,16.712366
1722,199.49,0.2,0.5,13.23,16.12588
1723,53.44,0.06,0.5,17.24,11.170332
1724,53.44,0.32,1.5,54.26,51.868645
1725,75.44,0.52,0.5,15.6,62.584667
1726,115.17,0.52,0.5,14.34,61.927143
1727,115.17,0.06,0.5,8.751,6.840188
1728,59.85,0.32,1.5,28.3,38.86727
1729,115.17,0.4,0.5,70.09,68.15211
1730,59.85,0.52,0.5,62.83,86.279106
1731,129.12,0.52,0.5,9.497,59.49465
1732,129.12,0.4,1.5,57.4,64.63193
1733,178.13,0.23,1.5,17.24,23.518442
1734,129.12,0.23,0.5,55.998999999999995,40.102394
1735,178.13,0.32,1.5,44.4,46.800003
1736,75.44,0.2,1.0,15.6,18.475477
1737,191.95,0.32,1.0,66.31,55.985054
1738,106.88,0.4,0.5,11.79,39.01555
1739,129.12,0.16,1.0,54.11,34.879726
1740,57.95,0.26,1.5,19.958,27.885225
1741,115.17,0.23,1.0,56.63,41.4973
1742,75.7,0.16,1.5,13.12,16.182049
1743,129.12,0.2,0.5,51.22,35.18895
1744,106.88,0.16,0.5,50.41,31.975122
1745,75.44,0.32,0.5,8.751,26.226057
1746,81.58,0.52,1.5,54.26,84.757225
1747,59.85,0.2,1.5,54.13,39.56177
1748,119.69,0.2,1.5,53.5,39.17397
1749,178.13,0.26,1.0,59.378,45.725384
1750,129.12,0.52,0.5,77.2,93.36665
1751,75.44,0.16,0.5,13.23,13.409702
1752,115.17,0.52,1.0,8.751,60.200863
1753,106.88,0.52,0.5,56.95,83.25072
1754,129.12,0.32,1.0,13.29,29.526814
1755,57.95,0.29,0.5,51.18,43.90636
1756,84.78,0.16,1.5,9.497,14.339039
1757,75.7,0.52,0.5,59.58,84.593216
1758,199.49,0.26,1.5,40.11,37.839455
1759,53.44,0.52,1.5,28.66,72.03814
1760,178.13,0.06,1.5,59.58,35.02415
1761,59.85,0.52,1.5,51.5,83.4461
1762,106.88,0.52,0.5,62.83,86.19249
1763,199.49,0.06,1.0,12.6,9.765154
1764,106.88,0.16,1.0,28.3,21.987612
1765,119.69,0.2,1.0,40.11,30.707003
1766,57.95,0.2,1.0,15.6,18.513094
1767,81.58,0.26,1.5,11.86,23.787037
1768,84.78,0.06,1.5,11.79,11.186798
1769,199.49,0.23,0.5,62.83,43.468334
1770,199.49,0.52,1.5,53.44,84.26587
1771,75.7,0.23,0.5,11.79,18.031603
1772,199.49,0.26,1.0,14.51,23.270834
1773,88.79,0.29,1.0,14.51,26.572203
1774,75.44,0.4,1.0,19.96,44.18918
1775,106.88,0.4,0.5,62.68,64.45362
1776,59.85,0.26,1.5,8.809,22.298645
1777,199.49,0.06,1.5,77.2,43.809013
1778,119.69,0.32,0.5,14.52,29.079206
1779,178.13,0.29,1.5,51.22,46.63995
1780,106.88,0.4,1.0,13.44,40.90921
1781,88.79,0.26,1.0,54.13,43.15937
1782,191.95,0.32,1.5,28.66,38.925945
1783,75.44,0.16,0.5,54.13,33.856907
1784,75.7,0.29,1.0,15.6,27.126202
1785,53.44,0.52,1.5,54.13,84.78649
1786,115.17,0.23,0.5,66.31,45.268326
1787,53.44,0.32,1.5,9.497,29.492956
1788,88.79,0.26,1.5,16.8,26.253414
1789,191.95,0.32,1.5,17.99,33.594425
1790,191.95,0.29,1.0,51.5,45.007248
1791,119.69,0.32,0.5,56.63,50.119072
1792,57.95,0.29,1.0,18.4,28.573328
1793,59.85,0.16,1.5,75.52,47.42476
1794,53.44,0.26,0.5,77.2,53.70569
1795,199.49,0.06,1.5,17.99,14.201746
1796,75.44,0.4,1.5,16.8,44.37198
1797,178.13,0.23,1.5,11.79,20.792593
1798,106.88,0.06,1.0,51.18,29.102444
1799,129.12,0.29,1.0,57.4,48.000183
1800,115.17,0.23,1.5,12.6,21.242697
1801,75.44,0.52,1.0,51.2,81.47122
1802,115.17,0.26,1.5,59.58,47.633217
1803,75.7,0.29,0.5,24.881999999999998,30.699697
1804,191.95,0.52,1.5,41.28,78.18698
1805,106.88,0.23,1.5,17.99,23.94446
1806,191.95,0.32,1.0,56.95,51.299553
1807,115.17,0.29,0.5,62.83,49.655983
1808,106.88,0.2,0.5,13.23,16.195496
1809,129.12,0.26,0.5,62.19,46.09449
1810,57.95,0.06,0.5,57.4,31.203344
1811,57.95,0.32,0.5,19.96,31.87313
1812,59.85,0.4,1.0,51.2,59.85897
1813,199.49,0.16,1.0,53.44,34.496662
1814,115.17,0.52,1.5,24.881999999999998,70.03527
1815,53.44,0.32,0.5,13.453,28.638084
1816,178.13,0.16,1.5,51.18,35.14633
1817,119.69,0.32,1.0,15.6,30.687223
1818,106.88,0.2,1.0,51.5,36.416183
1819,191.95,0.23,0.5,59.58,41.84851
1820,81.58,0.26,0.5,17.32,23.684221
1821,119.69,0.16,0.5,12.09,12.801046
1822,59.85,0.2,1.0,53.48,37.468216
1823,75.44,0.2,1.0,55.998999999999995,38.691113
1824,88.79,0.4,1.5,75.52,73.717
1825,115.17,0.26,1.0,56.95,44.552406
1826,57.95,0.23,1.5,66.31,48.183414
1827,199.49,0.32,1.5,13.54,31.365854
1828,81.58,0.26,1.0,13.44,22.81302
1829,119.69,0.4,0.5,39.78,52.998234
1830,115.17,0.4,1.0,28.66,48.511642
1831,178.13,0.29,1.0,17.32,27.918802
1832,81.58,0.23,1.0,14.52,20.462397
1833,75.7,0.52,0.5,13.23,61.398773
1834,84.78,0.26,1.0,24.881999999999998,28.534193
1835,119.69,0.4,1.5,19.96,45.922096
1836,119.69,0.16,1.0,62.19,38.92688
1837,129.12,0.06,1.0,14.52,10.770485
1838,115.17,0.23,1.5,41.28,35.586582
1839,75.44,0.16,0.5,66.31,39.947983
1840,75.44,0.29,1.0,59.58,49.126232
1841,57.95,0.29,1.5,9.497,25.881912
1842,57.95,0.2,1.5,13.54,19.248793
1843,178.13,0.29,0.5,55.998999999999995,46.19725
1844,191.95,0.16,1.0,62.83,39.19764
1845,57.95,0.06,0.5,62.19,33.59727
1846,191.95,0.32,0.5,53.498999999999995,48.50689
1847,59.85,0.4,1.0,17.24,42.876987
1848,178.13,0.32,1.5,12.6,30.91039
1849,129.12,0.29,1.0,14.51,26.545465
1850,84.78,0.52,1.5,14.34,64.78162
1851,75.44,0.06,0.5,19.96,12.453514
1852,119.69,0.06,0.5,10.78,7.845003
1853,81.58,0.16,1.0,14.45,15.071079
1854,81.58,0.32,0.5,14.34,29.014488
1855,191.95,0.29,0.5,54.11,45.24318
1856,59.85,0.26,0.5,13.54,21.829514
1857,115.17,0.16,0.5,13.29,13.413458
1858,115.17,0.26,1.5,12.09,23.879887
1859,59.85,0.06,1.5,9.497,10.066275
1860,119.69,0.06,0.5,12.6,8.752722
1861,84.78,0.29,1.0,10.94,24.78881
1862,88.79,0.52,0.5,16.8,63.175907
1863,57.95,0.16,0.5,51.19,32.4241
1864,119.69,0.26,0.5,55.72,42.864872
1865,178.13,0.52,0.5,53.5,81.47599
1866,178.13,0.29,0.5,9.497,22.935198
1867,75.44,0.4,0.5,28.3,47.289158
1868,199.49,0.4,1.0,44.4,56.32355
1869,129.12,0.2,1.5,51.22,38.025864
1870,88.79,0.16,1.0,28.3,21.999954
1871,191.95,0.29,0.5,66.31,51.34589
1872,129.12,0.29,0.5,54.26,45.359837
1873,129.12,0.32,1.0,63.88,54.80584
1874,75.7,0.06,1.5,59.58,35.09419
1875,178.13,0.23,1.5,14.52,22.15802
1876,115.17,0.06,1.5,54.26,32.410378
1877,199.49,0.4,1.0,66.31,67.275566
1878,59.85,0.52,1.5,12.09,63.720444
1879,75.44,0.23,1.5,62.83,46.391785
1880,119.69,0.32,0.5,55.72,49.664394
1881,119.69,0.52,1.5,54.13,84.66598
1882,119.69,0.32,0.5,54.13,48.86996
1883,129.12,0.32,0.5,64.54,54.06552
1884,178.13,0.52,0.5,28.66,69.04847
1885,191.95,0.23,0.5,13.44,18.77428
1886,84.78,0.2,0.5,41.28,30.248316
1887,75.44,0.06,1.5,53.44,32.028038
1888,75.44,0.23,1.0,8.809,17.610556
1889,106.88,0.26,1.5,13.453,24.567183
1890,199.49,0.4,1.5,62.83,67.29937
1891,178.13,0.23,1.5,75.52,52.66455
1892,88.79,0.23,1.5,19.958,24.941689
1893,115.17,0.26,0.5,10.94,20.470901
1894,178.13,0.2,1.0,62.68,41.95671
1895,75.7,0.2,1.5,62.19,43.555367
1896,81.58,0.52,1.5,38.102,76.672806
1897,57.95,0.16,0.5,12.6,13.126078
1898,106.88,0.52,0.5,64.54,87.048004
1899,88.79,0.26,0.5,38.102,34.073986
1900,57.95,0.06,1.5,38.102,24.400835
1901,57.95,0.16,1.5,55.998999999999995,37.668022
1902,59.85,0.2,1.5,62.83,43.916687
1903,119.69,0.2,0.5,11.79,15.47356
1904,81.58,0.06,1.0,40.11,23.587696
1905,199.49,0.16,1.5,12.6,15.836975
1906,129.12,0.29,0.5,53.48,44.969666
1907,59.85,0.52,1.5,24.881999999999998,70.12315
1908,119.69,0.4,1.0,8.751,38.556847
1909,75.7,0.32,1.0,53.48,49.642708
1910,119.69,0.2,1.5,55.72,40.284775
1911,106.88,0.52,0.5,51.2,80.37396
1912,88.79,0.32,1.0,9.497,27.65836
1913,88.79,0.06,1.5,19.958,15.259199
1914,191.95,0.32,1.5,19.96,34.57878
1915,57.95,0.23,0.5,19.83,22.09203
1916,75.44,0.26,1.0,64.54,48.374416
1917,88.79,0.29,1.5,70.09,56.139347
1918,75.44,0.06,1.5,17.32,13.952175
1919,88.79,0.23,1.0,13.12,19.757107
1920,178.13,0.52,1.0,15.6,63.584427
1921,191.95,0.16,0.5,9.497,11.440975
1922,191.95,0.4,1.0,51.2,59.72763
1923,199.49,0.26,0.5,13.45,21.67105
1924,115.17,0.26,0.5,54.13,42.07265
1925,53.44,0.26,0.5,62.19,46.195896
1926,119.69,0.2,1.0,13.29,17.286293
1927,75.44,0.29,1.0,54.13,46.400017
1928,199.49,0.06,1.0,59.58,33.236168
1929,88.79,0.29,1.0,10.94,24.786152
1930,53.44,0.23,1.5,13.29,21.67485
1931,53.44,0.26,0.5,24.881999999999998,27.529623
1932,115.17,0.4,1.5,16.23,44.0605
1933,199.49,0.26,0.5,70.09,49.999275
1934,106.88,0.52,0.5,70.09,89.82469
1935,59.85,0.52,1.0,62.83,87.350266
1936,88.79,0.2,0.5,54.11,36.665424
1937,88.79,0.23,0.5,62.83,43.546856
1938,57.95,0.23,1.5,57.4,43.72586
1939,199.49,0.4,1.5,14.45,43.11436
1940,178.13,0.06,1.5,9.497,9.993294
1941,53.44,0.29,0.5,10.78,23.706575
1942,115.17,0.23,0.5,62.83,43.528145
1943,81.58,0.16,1.0,8.751,12.218441
1944,191.95,0.32,1.5,12.09,30.64635
1945,84.78,0.23,1.0,13.23,19.814966
1946,178.13,0.16,1.0,39.78,27.680027
1947,115.17,0.2,1.5,63.88,44.371155
1948,88.79,0.2,1.0,13.453,17.391085
1949,81.58,0.16,0.5,41.28,27.426577
1950,115.17,0.26,1.0,17.99,25.066875
1951,53.44,0.2,0.5,15.6,17.459572
1952,81.58,0.26,0.5,75.52,52.79233
1953,75.7,0.06,1.0,51.22,29.143625
1954,119.69,0.26,1.5,12.09,23.8769
1955,84.78,0.4,1.0,8.809,38.609
1956,119.69,0.16,0.5,51.152,32.337452
1957,199.49,0.29,0.5,12.09,24.218302
1958,59.85,0.32,0.5,14.34,29.056719
1959,106.88,0.23,0.5,39.78,32.007816
1960,53.44,0.06,0.5,77.2,41.124374
1961,129.12,0.06,1.0,24.881999999999998,15.951822
1962,53.44,0.2,0.5,66.31,42.84452
1963,88.79,0.06,1.5,13.44,12.007271
1964,81.58,0.4,1.0,10.94,39.676334
1965,129.12,0.52,1.5,38.102,76.640114
1966,53.44,0.32,1.5,41.28,45.380333
1967,57.95,0.2,1.0,16.8,19.113815
1968,191.95,0.29,1.0,13.44,25.9685
1969,129.12,0.23,0.5,51.19,37.69764
1970,59.85,0.06,1.0,56.63,31.877766
1971,191.95,0.26,0.5,40.11,35.010525
1972,199.49,0.16,0.5,42.96,28.186285
1973,119.69,0.16,1.5,19.96,19.572672
1974,59.85,0.52,1.5,51.2,83.295944
1975,57.95,0.32,0.5,40.11,41.944855
1976,75.44,0.16,1.0,50.41,33.06602
1977,75.44,0.4,0.5,13.12,39.701225
1978,129.12,0.26,1.0,51.22,41.677544
1979,88.79,0.26,1.0,13.45,22.81329
1980,199.49,0.52,1.0,14.34,62.939457
1981,199.49,0.4,1.0,10.78,39.51813
1982,84.78,0.06,1.5,51.5,31.052156
1983,119.69,0.26,1.5,53.498999999999995,44.588776
1984,199.49,0.16,1.5,38.102,28.591078
1985,191.95,0.32,0.5,54.26,48.887104
1986,81.58,0.26,0.5,54.11,42.084694
1987,178.13,0.16,0.5,14.34,13.891382
1988,191.95,0.26,1.0,51.22,41.636307
1989,129.12,0.32,0.5,38.102,40.855495
1990,53.44,0.26,1.0,70.09,51.219128
1991,81.58,0.16,1.5,11.86,15.5486355
1992,88.79,0.16,1.0,64.54,40.123165
1993,129.12,0.06,1.0,18.4,12.705622
1994,59.85,0.16,1.5,53.5,36.410362
1995,53.44,0.29,0.5,16.8,26.719587
1996,191.95,0.29,1.0,24.881999999999998,31.692327
1997,106.88,0.32,0.5,16.8,30.226862
1998,129.12,0.32,0.5,39.78,41.69389
