Id,V,F,D,G,Ra
4743,119.69,0.26,1,14.45,23.276431
4744,115.17,0.32,0.5,54.13,48.87094944
4745,84.78,0.32,1,14.34,30.07663418
4746,129.12,0.2,0.5,54.13,36.63116861
4747,88.79,0.52,0.5,13.23,61.37474657
4748,119.69,0.4,1.5,17.32,44.58523824
4749,57.95,0.2,1,61.89,41.67584438
4750,129.12,0.32,1,13.54,29.63612916
4751,191.95,0.2,1,19.83,20.52537873
4752,75.7,0.4,1,51.19,59.80538222
4753,178.13,0.52,1,9.497,60.5213206
4754,129.12,0.2,1,16.23,18.75072916
4755,81.58,0.29,0.5,12.09,24.29990033
4756,75.44,0.2,1,17.24,19.3108375
4757,106.88,0.16,1.5,13.54,16.36285194
4758,199.49,0.29,0.5,53.44,44.9024491
4759,115.17,0.23,1,12.6,19.47351
4760,119.69,0.26,1,24.882,28.492431
4761,129.12,0.23,1,54.13,40.22912916
4762,53.44,0.2,1,53.48,37.48540758
4763,84.78,0.16,1,53.499,34.60333418
4764,75.44,0.4,1.5,51.2,61.57424474
4765,75.7,0.32,1.5,13.54,31.45418947
4766,119.69,0.2,1.5,13.29,19.05023824
4767,88.79,0.23,0.5,57.4,40.82974657
4768,75.44,0.2,0.5,15.6,17.42127694
4769,199.49,0.06,1.5,24.882,17.6784169
4770,106.88,0.4,0.5,54.11,60.15728414
4771,75.44,0.52,0.5,12.6,61.07967694
4772,57.95,0.29,1,19.83,29.28944438
4773,81.58,0.26,1.5,8.809,22.25836813
4774,84.78,0.4,1,13.44,40.91623418
4775,88.79,0.32,1,41.28,43.54130712
4776,191.95,0.32,1.5,51.5,50.35418597
4777,115.17,0.16,0.5,19.83,16.66814944
4778,75.7,0.23,1,42.96,34.69878222
4779,199.49,0.2,1,13.29,17.25340965
4780,178.13,0.26,1.5,16.23,25.90242785
4781,81.58,0.26,1,53.48,42.83046089
4782,199.49,0.32,1.5,54.11,51.6572169
4783,199.49,0.2,0.5,52.28,35.6788491
4784,129.12,0.06,1,13.453,10.22782916
4785,59.85,0.23,0.5,59.58,41.97420565
4786,59.85,0.4,1,17.99,43.24036621
4787,59.85,0.32,0.5,56.95,50.36120565
4788,57.95,0.23,0.5,10.78,17.57968382
4789,75.44,0.23,1.5,51.19,40.57764474
4790,59.85,0.2,0.5,24.882,22.09680565
4791,57.95,0.06,1,9.497,8.344944382
4792,106.88,0.29,1,61.89,50.2404447
4793,129.12,0.52,0.5,53.5,81.47456861
4794,81.58,0.4,0.5,13.453,39.85780033
4795,199.49,0.06,0.5,70.09,37.4494491
4796,88.79,0.26,0.5,53.5,41.76094657
4797,115.17,0.32,0.5,12.09,27.85094944
4798,84.78,0.29,0.5,13.23,24.86527362
4799,57.95,0.23,1,18.4,22.45924438
4800,88.79,0.06,1.5,8.751,9.675414366
4801,191.95,0.06,1,64.54,35.74597873
4802,75.7,0.16,0.5,57.4,35.49842167
4803,75.44,0.29,1.5,41.28,41.73784474
4804,84.78,0.29,1.5,28.3,35.23324142
4805,119.69,0.32,0.5,16.8,30.20267044
4806,84.78,0.4,1,19.96,44.17623418
4807,191.95,0.32,1,62.83,54.25577873
4808,199.49,0.16,1,17.24,16.40600965
4809,106.88,0.23,1.5,8.809,19.34815194
4810,57.95,0.2,1.5,13.12,19.05425162
4811,75.44,0.23,1.5,44.4,37.18264474
4812,53.44,0.23,0.5,14.51,19.45924702
4813,178.13,0.52,0.5,19.96,64.68326005
4814,84.78,0.06,1,56.63,31.85683418
4815,75.44,0.32,0.5,42.96,43.33167694
4816,191.95,0.4,0.5,14.51,40.31581817
4817,88.79,0.2,0.5,54.13,36.66634657
4818,53.44,0.2,1,62.19,41.84040758
4819,75.44,0.23,1.5,24.882,27.42364474
4820,129.12,0.06,1,17.32,12.16132916
4821,129.12,0.23,0.5,14.52,19.35456861
4822,84.78,0.06,1.5,51.19,30.90024142
4823,199.49,0.26,1.5,13.44,24.5014169
4824,75.44,0.26,0.5,10.94,20.50087694
4825,75.44,0.26,1.5,14.52,25.12384474
4826,57.95,0.23,1.5,12.6,21.32265162
4827,191.95,0.06,0.5,38.102,21.45741817
4828,129.12,0.26,0.5,52.28,41.11576861
4829,75.44,0.52,1.5,18.4,66.81264474
4830,119.69,0.2,1.5,55.999,40.40473824
4831,115.17,0.23,0.5,8.809,16.50844944
4832,199.49,0.29,0.5,17.32,26.8424491
4833,53.44,0.32,0.5,52.28,48.04624702
4834,106.88,0.52,1.5,13.54,64.34365194
4835,191.95,0.26,1,17.24,24.63997873
4836,59.85,0.26,1,62.83,47.54996621
4837,81.58,0.16,1.5,54.13,36.68686813
4838,178.13,0.52,0.5,16.23,62.81826005
4839,106.88,0.16,0.5,28.66,21.08988414
4840,191.95,0.52,1,54.13,82.83377873
4841,59.85,0.06,1.5,15.6,13.15437345
4842,129.12,0.29,1,42.96,40.75932916
4843,84.78,0.52,1.5,14.45,64.82304142
4844,84.78,0.4,0.5,14.51,40.38167362
4845,129.12,0.06,1,70.09,38.54632916
4846,106.88,0.16,1.5,53.44,36.31285194
4847,75.7,0.52,1,51.22,81.45878222
4848,59.85,0.16,1,10.94,13.37296621
4849,178.13,0.2,1,56.63,38.9294206
4850,57.95,0.16,0.5,62.19,37.93388382
4851,106.88,0.06,1,16.23,11.6324447
4852,129.12,0.16,1,51.19,33.40832916
4853,75.44,0.29,1,17.24,27.9544375
4854,75.7,0.32,0.5,41.28,42.49122167
4855,106.88,0.23,1.5,61.89,45.88865194
4856,106.88,0.2,1.5,53.44,39.13525194
4857,178.13,0.06,0.5,28.3,16.56046005
4858,106.88,0.16,1,70.09,42.8744447
4859,75.44,0.26,1,8.751,20.4759375
4860,88.79,0.23,1.5,54.26,42.09271437
4861,81.58,0.32,0.5,10.94,27.31170033
4862,115.17,0.26,1.5,59.378,47.50711724
4863,84.78,0.26,0.5,17.24,23.63627362
4864,115.17,0.52,1.5,53.499,84.31641724
4865,57.95,0.52,1.5,57.4,86.35265162
4866,59.85,0.32,0.5,57.4,50.58620565
4867,75.44,0.23,0.5,51.152,37.72567694
4868,53.44,0.4,0.5,62.19,64.29084702
4869,57.95,0.16,1,28.66,22.23844438
4870,106.88,0.29,0.5,13.12,24.78588414
4871,119.69,0.23,0.5,9.497,16.84917044
4872,75.44,0.23,0.5,44.4,34.34967694
4873,191.95,0.26,0.5,51.18,40.54041817
4874,129.12,0.16,1.5,19.83,19.49173641
4875,88.79,0.23,1.5,8.809,19.36721437
4876,106.88,0.26,0.5,42.96,36.47188414
4877,178.13,0.06,1.5,9.497,9.991927845
4878,75.7,0.52,0.5,11.86,60.70922167
4879,75.7,0.23,1,16.8,21.61878222
4880,191.95,0.23,1,61.89,44.08377873
4881,115.17,0.52,1,77.2,94.40351
4882,119.69,0.2,0.5,24.882,22.01327044
4883,57.95,0.16,1.5,13.453,16.39835162
4884,88.79,0.2,0.5,59.58,39.39134657
4885,106.88,0.06,1.5,44.4,27.48085194
4886,75.7,0.16,1.5,14.51,16.88638947
4887,178.13,0.23,1,62.83,44.5578206
4888,75.44,0.4,0.5,12.09,39.18627694
4889,191.95,0.26,1.5,56.95,46.25838597
4890,119.69,0.16,0.5,42.96,28.22987044
4891,106.88,0.26,1,15.6,23.8614447
4892,75.7,0.52,0.5,24.882,67.22022167
4893,84.78,0.06,1.5,75.52,43.06524142
4894,119.69,0.29,1.5,61.89,51.99383824
4895,106.88,0.2,1.5,15.6,20.21525194
4896,199.49,0.23,1.5,17.24,23.5202169
4897,178.13,0.2,1,8.751,14.9899206
4898,84.78,0.26,0.5,16.8,23.41627362
4899,119.69,0.4,1,40.11,54.216831
4900,88.79,0.32,1,38.102,41.95230712
4901,75.7,0.06,0.5,10.94,7.956421667
4902,199.49,0.52,1,17.24,64.38680965
4903,75.44,0.32,0.5,51.22,47.46167694
4904,57.95,0.23,0.5,44.4,34.38968382
4905,106.88,0.23,1.5,55.999,42.94315194
4906,75.7,0.23,1,40.11,33.27378222
4907,178.13,0.06,1.5,17.32,13.90342785
4908,57.95,0.52,1.5,54.11,84.70765162
4909,191.95,0.26,1.5,70.09,52.82838597
4910,53.44,0.4,1.5,17.24,44.64881482
4911,191.95,0.52,1.5,56.63,85.84718597
4912,88.79,0.4,0.5,15.6,40.92134657
4913,59.85,0.29,1,19.96,29.34896621
4914,106.88,0.2,1,55.72,38.5118447
4915,59.85,0.4,1.5,75.52,73.76877345
4916,88.79,0.16,1.5,17.24,18.23191437
4917,88.79,0.29,1.5,53.44,47.79791437
4918,75.44,0.4,0.5,44.4,55.34127694
4919,81.58,0.4,1.5,13.29,42.60926813
4920,88.79,0.29,0.5,14.45,25.46994657
4921,81.58,0.23,1,14.51,20.46426089
4922,191.95,0.29,0.5,55.72,46.04441817
4923,106.88,0.26,1.5,12.6,24.12485194
4924,88.79,0.26,0.5,51.22,40.62094657
4925,129.12,0.26,1,51.5,41.79532916
4926,57.95,0.32,0.5,14.34,29.06168382
4927,75.7,0.26,1.5,13.12,24.42338947
4928,53.44,0.26,0.5,13.44,21.80544702
4929,178.13,0.52,1,19.83,65.6878206
4930,59.85,0.2,1,44.4,32.92536621
4931,84.78,0.26,1,14.34,23.25583418
4932,106.88,0.52,1,10.78,61.2002447
4933,178.13,0.16,1.5,10.78,14.94542785
4934,84.78,0.32,1.5,59.58,54.46004142
4935,88.79,0.26,1.5,18.4,27.04391437
4936,178.13,0.26,1.5,51.22,43.39742785
4937,129.12,0.06,0.5,15.6,10.23176861
4938,81.58,0.06,0.5,19.958,12.45590033
4939,81.58,0.26,0.5,52.28,41.16090033
4940,88.79,0.06,1.5,55.999,33.29941437
4941,75.7,0.29,1,59.58,49.12398222
4942,191.95,0.29,1,14.34,26.42397873
4943,119.69,0.26,1,64.54,48.321431
4944,129.12,0.4,1,53.48,60.89572916
4945,178.13,0.06,1,70.09,38.5250206
4946,57.95,0.23,0.5,63.36,43.86968382
4947,106.88,0.32,1.5,42.96,46.12565194
4948,199.49,0.26,0.5,13.453,21.6749491
4949,75.44,0.16,0.5,13.44,13.51887694
4950,75.7,0.4,0.5,39.78,53.03082167
4951,115.17,0.4,0.5,16.8,41.49554944
4952,119.69,0.4,1.5,51.19,61.52023824
4953,115.17,0.23,1,19.958,23.15251
4954,75.44,0.26,1.5,17.99,26.85884474
4955,59.85,0.29,1.5,53.48,47.87237345
4956,53.44,0.23,1.5,13.44,21.75721482
4957,199.49,0.06,1.5,51.22,30.8474169
4958,81.58,0.4,0.5,70.09,68.17630033
4959,178.13,0.4,1.5,64.54,68.16782785
4960,57.95,0.06,0.5,13.45,9.251883825
4961,88.79,0.16,1.5,10.78,15.00191437
4962,88.79,0.52,1,64.54,88.09930712
4963,106.88,0.26,1.5,63.88,49.76485194
4964,115.17,0.4,0.5,75.52,70.85554944
4965,75.44,0.23,1,8.809,17.6237375
4966,53.44,0.23,0.5,70.09,47.24924702
4967,191.95,0.2,1,14.51,17.86537873
4968,106.88,0.29,1.5,10.78,26.44885194
4969,119.69,0.32,1,51.5,48.622231
4970,75.7,0.29,0.5,42.96,39.74442167
4971,199.49,0.52,0.5,39.78,74.5872491
4972,57.95,0.23,0.5,41.28,32.82968382
4973,84.78,0.06,0.5,10.94,7.942273618
4974,106.88,0.23,0.5,13.29,18.75568414
4975,191.95,0.29,1,13.29,25.89897873
4976,84.78,0.06,1,8.809,7.946334176
4977,88.79,0.4,1.5,9.497,40.70281437
4978,75.7,0.16,1.5,62.19,40.72638947
4979,75.7,0.52,1,62.83,87.26378222
4980,53.44,0.06,1.5,10.94,10.84441482
4981,84.78,0.26,1.5,8.751,22.22474142
4982,53.44,0.52,1.5,63.36,89.34721482
4983,119.69,0.32,1,55.999,50.871731
4984,59.85,0.2,1.5,14.52,19.74877345
4985,53.44,0.06,1.5,13.12,11.93441482
4986,75.44,0.23,1,66.31,46.3742375
4987,75.7,0.06,0.5,11.79,8.381421667
4988,178.13,0.32,0.5,55.999,49.77476005
4989,57.95,0.23,1.5,15.6,22.82265162
4990,53.44,0.2,1,17.32,19.40540758
4991,59.85,0.26,0.5,9.497,19.81390565
4992,84.78,0.52,1.5,14.45,64.82304142
4993,199.49,0.06,1,19.83,13.38900965
4994,81.58,0.16,1,62.19,38.95346089
4995,129.12,0.2,1.5,77.2,50.99913641
4996,81.58,0.16,1.5,62.19,40.71686813
4997,119.69,0.29,0.5,10.78,23.60587044
4998,199.49,0.52,0.5,56.95,83.1722491
4999,84.78,0.26,0.5,19.958,24.99527362
5000,191.95,0.52,0.5,70.09,89.74421817
5001,115.17,0.06,0.5,53.48,29.18114944
5002,59.85,0.52,1.5,19.958,67.62617345
5003,81.58,0.16,1,44.4,30.05846089
5004,57.95,0.52,1,11.79,61.78424438
5005,199.49,0.23,1.5,51.5,40.6502169
5006,106.88,0.06,1,59.58,33.3074447
5007,88.79,0.52,1,14.34,62.99930712
5008,119.69,0.4,0.5,56.95,61.56727044
5009,199.49,0.32,1,39.78,42.72880965
5010,106.88,0.52,0.5,28.66,69.07068414
5011,57.95,0.52,1,14.45,63.11424438
5012,57.95,0.06,1,59.58,33.38644438
5013,57.95,0.26,1.5,62.68,49.24385162
5014,119.69,0.06,1.5,62.83,36.68583824
5015,59.85,0.26,1,59.58,45.92496621
5016,191.95,0.52,0.5,61.89,85.64421817
5017,119.69,0.52,1,14.34,62.970231
5018,59.85,0.06,1,70.09,38.63596621
5019,129.12,0.16,1.5,53.5,36.32673641
5020,199.49,0.23,1.5,8.751,19.2757169
5021,178.13,0.32,0.5,63.36,53.45526005
5022,57.95,0.52,1.5,13.23,64.26765162
5023,53.44,0.32,0.5,17.32,30.56624702
5024,84.78,0.4,0.5,11.86,39.05667362
5025,88.79,0.29,0.5,54.11,45.29994657
5026,191.95,0.23,1.5,8.751,19.27768597
5027,191.95,0.26,0.5,50.41,40.15541817
5028,53.44,0.4,1.5,44.4,58.22881482
5029,81.58,0.16,0.5,11.79,12.68390033
5030,106.88,0.23,1,38.102,32.2312447
5031,178.13,0.23,0.5,61.89,43.01826005
5032,115.17,0.26,1.5,50.41,43.02311724
5033,75.7,0.29,0.5,77.2,56.86442167
5034,75.44,0.23,1,13.29,19.8642375
5035,81.58,0.52,1,63.36,87.51926089
5036,88.79,0.16,1,13.44,14.56850712
5037,59.85,0.2,0.5,56.63,37.97080565
5038,199.49,0.32,0.5,38.102,40.8202491
5039,178.13,0.32,1,19.958,32.8238206
5040,178.13,0.16,0.5,66.31,39.87746005
5041,53.44,0.16,1,51.5,33.67300758
5042,75.7,0.16,0.5,44.4,28.99842167
5043,84.78,0.16,1,12.09,13.89883418
5044,57.95,0.23,1,9.497,18.00774438
5045,199.49,0.06,1,62.83,34.88900965
5046,57.95,0.29,0.5,44.4,40.50488382
5047,106.88,0.16,1.5,14.51,16.84785194
5048,57.95,0.32,1.5,14.34,31.89465162
5049,88.79,0.32,0.5,50.41,47.03674657
5050,191.95,0.23,1.5,9.497,19.65068597
5051,57.95,0.26,0.5,55.72,42.93088382
5052,129.12,0.52,1,59.378,85.48312916
5053,53.44,0.06,1,14.51,10.86600758
5054,53.44,0.52,1,59.378,85.59280758
5055,59.85,0.4,1.5,64.54,68.27877345
5056,88.79,0.26,1.5,9.497,22.59241437
5057,119.69,0.26,0.5,77.2,53.58187044
5058,106.88,0.06,1,8.809,7.921944703
5059,59.85,0.26,0.5,50.41,40.27040565
5060,75.7,0.52,1,13.12,62.40878222
5061,191.95,0.52,1.5,10.94,63.00218597
5062,88.79,0.16,1.5,56.95,38.08691437
5063,199.49,0.16,0.5,18.4,15.9164491
5064,178.13,0.23,0.5,54.26,39.20326005
5065,129.12,0.16,1.5,75.52,47.33673641
5066,59.85,0.4,1.5,59.58,65.79877345
5067,119.69,0.23,0.5,53.5,38.85067044
5068,115.17,0.29,1.5,51.2,46.65211724
5069,75.7,0.29,0.5,17.24,26.88442167
5070,119.69,0.2,1,75.52,48.401831
5071,115.17,0.32,0.5,8.751,26.18144944
5072,199.49,0.29,1,24.882,31.69300965
5073,191.95,0.52,1,59.58,85.55877873
5074,115.17,0.26,1,57.4,44.75471
5075,75.7,0.32,0.5,54.11,48.90622167
5076,115.17,0.16,1,11.79,13.71771
5077,59.85,0.2,0.5,13.12,16.21580565
5078,57.95,0.32,1.5,15.6,32.52465162
5079,53.44,0.52,1.5,8.751,62.04271482
5080,81.58,0.06,1.5,11.86,11.23986813
5081,129.12,0.16,0.5,41.28,27.38376861
5082,84.78,0.32,0.5,28.66,36.16707362
5083,75.7,0.06,1.5,24.882,17.76038947
5084,199.49,0.16,1,54.26,34.91600965
5085,81.58,0.4,0.5,15.6,40.93130033
5086,115.17,0.29,1.5,10.78,26.44211724
5087,115.17,0.29,1,55.999,47.28821
5088,75.44,0.4,0.5,55.72,61.00127694
5089,75.7,0.32,1,41.28,43.56078222
5090,75.44,0.4,1,9.497,38.9593375
5091,119.69,0.26,1,51.2,41.651431
5092,129.12,0.23,1,11.79,19.05912916
5093,178.13,0.16,1,8.751,12.1675206
5094,81.58,0.26,1,11.86,22.02046089
5095,115.17,0.52,0.5,19.958,64.71294944
5096,178.13,0.52,0.5,51.5,80.45326005
5097,53.44,0.32,1,9.497,27.72430758
5098,88.79,0.23,0.5,28.3,26.27974657
5099,115.17,0.52,0.5,51.19,80.32894944
5100,53.44,0.52,1.5,66.31,90.82221482
5101,75.44,0.16,1,64.54,40.1384375
5102,178.13,0.2,1.5,13.29,19.02282785
5103,88.79,0.32,1,16.8,31.30130712
5104,106.88,0.52,1,14.52,63.0702447
5105,119.69,0.16,1,55.999,35.818931
5106,57.95,0.06,1.5,62.19,36.45485162
5107,119.69,0.23,1,53.5,39.920231
5108,119.69,0.26,0.5,62.19,46.07687044
5109,57.95,0.32,1.5,64.54,56.99465162
5110,81.58,0.26,0.5,12.09,21.06590033
5111,191.95,0.06,0.5,55.999,30.40591817
5112,57.95,0.06,0.5,13.453,9.253383825
5113,129.12,0.52,0.5,19.83,64.63956861
5114,119.69,0.52,1.5,42.96,79.04363824
5115,115.17,0.32,1.5,54.11,51.69391724
5116,75.7,0.2,1,11.86,16.62038222
5117,84.78,0.52,1,62.68,87.17463418
5118,81.58,0.29,1,8.751,23.69996089
5119,129.12,0.52,1,11.86,61.72412916
5120,129.12,0.2,1,51.19,36.23072916
5121,53.44,0.29,1.5,59.378,50.84141482
5122,199.49,0.06,1.5,57.4,33.9374169
5123,129.12,0.26,0.5,17.99,23.97076861
5124,59.85,0.23,1.5,41.28,35.65717345
5125,115.17,0.32,1.5,57.4,53.33891724
5126,84.78,0.23,1,16.23,21.31963418
5127,53.44,0.29,1.5,19.83,31.06741482
5128,81.58,0.32,0.5,62.83,53.25670033
5129,53.44,0.06,1,39.78,23.50100758
5130,106.88,0.16,1.5,10.78,14.98285194
5131,81.58,0.29,1.5,18.4,30.28786813
5132,59.85,0.2,1.5,14.52,19.74877345
5133,59.85,0.06,0.5,62.19,33.61640565
5134,115.17,0.4,1,55.72,62.02511
5135,88.79,0.52,0.5,38.102,73.81074657
5136,53.44,0.4,1,55.999,62.26490758
5137,57.95,0.4,1,16.8,42.65084438
5138,84.78,0.32,0.5,13.54,28.60707362
5139,81.58,0.29,0.5,51.2,43.85490033
5140,59.85,0.16,0.5,13.29,13.47840565
5141,53.44,0.29,1,17.32,28.04900758
5142,53.44,0.4,1.5,51.18,61.61881482
5143,75.44,0.32,0.5,13.45,28.57667694
5144,178.13,0.4,1,13.453,40.8609206
5145,84.78,0.16,1,14.34,15.02383418
5146,88.79,0.2,1.5,10.94,17.90431437
5147,106.88,0.29,1,63.36,50.9754447
5148,84.78,0.16,0.5,75.52,44.54427362
5149,53.44,0.32,0.5,64.54,54.17624702
5150,129.12,0.2,1,38.102,29.68672916
5151,129.12,0.06,1.5,14.52,12.52473641
5152,59.85,0.2,0.5,13.453,16.38230565
5153,88.79,0.23,0.5,8.751,16.50524657
5154,81.58,0.16,1,52.28,33.99846089
5155,115.17,0.29,1.5,39.78,40.94211724
5156,75.44,0.16,0.5,16.8,15.19887694
5157,199.49,0.16,0.5,13.453,13.4429491
5158,75.44,0.26,0.5,51.5,40.78087694
5159,84.78,0.52,0.5,53.44,81.48507362
5160,81.58,0.2,1.5,51.2,38.04426813
5161,75.7,0.52,1,8.809,60.25328222
5162,53.44,0.16,1,42.96,29.40300758
5163,59.85,0.32,1,17.24,31.57576621
5164,84.78,0.16,1.5,13.29,16.26224142
5165,81.58,0.23,0.5,17.99,21.13470033
5166,59.85,0.16,1,17.99,16.89796621
5167,115.17,0.2,1.5,51.5,38.15851724
5168,199.49,0.26,1.5,8.751,22.1569169
5169,119.69,0.16,0.5,17.24,15.36987044
5170,88.79,0.29,1,59.378,49.00350712
5171,178.13,0.23,0.5,55.72,39.93326005
5172,119.69,0.2,1,17.24,19.261831
5173,81.58,0.29,0.5,13.44,24.97490033
5174,75.44,0.26,0.5,13.54,21.80087694
5175,115.17,0.23,0.5,40.11,32.15894944
5176,57.95,0.26,1.5,28.3,32.05385162
5177,191.95,0.4,1,44.4,56.33037873
5178,59.85,0.16,0.5,40.11,26.88840565
5179,84.78,0.16,1,13.23,14.46883418
5180,178.13,0.52,0.5,28.66,69.03326005
5181,57.95,0.4,1,59.58,64.04084438
5182,75.7,0.06,0.5,75.52,40.24642167
5183,57.95,0.32,1.5,52.28,50.86465162
5184,199.49,0.26,1.5,12.09,23.8264169
5185,75.44,0.32,1,63.88,54.8612375
5186,53.44,0.2,0.5,13.44,16.39584702
5187,59.85,0.4,1.5,42.96,57.48877345
5188,59.85,0.4,0.5,38.102,52.22680565
5189,106.88,0.2,1.5,53.499,39.16475194
5190,75.44,0.16,0.5,51.2,32.39887694
5191,88.79,0.52,0.5,13.12,61.31974657
5192,106.88,0.26,1.5,55.72,45.68485194
5193,81.58,0.06,1.5,51.18,30.89986813
5194,119.69,0.06,0.5,8.751,6.813370439
5195,84.78,0.52,1.5,13.453,64.32454142
5196,119.69,0.52,1,44.4,78.000231
5197,57.95,0.23,1,24.882,25.70024438
5198,75.44,0.4,0.5,8.751,37.51677694
5199,106.88,0.29,1,54.13,46.3604447
5200,53.44,0.29,1.5,12.6,27.45241482
5201,59.85,0.23,1.5,52.28,41.15717345
5202,59.85,0.4,1,54.11,61.30036621
5203,199.49,0.32,0.5,13.453,28.4957491
5204,57.95,0.2,1,62.83,42.14584438
5205,191.95,0.23,1,12.6,19.43877873
5206,57.95,0.2,1,28.66,25.06084438
5207,199.49,0.2,1,55.999,38.60790965
5208,57.95,0.06,1,13.12,10.15644438
5209,129.12,0.32,1.5,42.96,46.10953641
5210,119.69,0.23,1,59.378,42.859231
5211,53.44,0.32,1,55.72,50.83580758
5212,115.17,0.29,1,52.28,45.42871
5213,88.79,0.23,1.5,61.89,45.90771437
5214,75.44,0.52,0.5,28.66,69.10967694
5215,75.44,0.29,0.5,62.83,49.67987694
5216,178.13,0.32,0.5,62.68,53.11526005
5217,106.88,0.2,0.5,55.999,37.58178414
5218,115.17,0.4,1,63.36,65.84511
5219,199.49,0.29,0.5,54.26,45.3124491
5220,84.78,0.06,1,15.6,11.34183418
5221,115.17,0.26,1.5,53.48,44.55811724
5222,199.49,0.23,1,16.23,21.25180965
5223,199.49,0.2,1,17.32,19.26840965
5224,88.79,0.06,0.5,28.66,16.79694657
5225,191.95,0.2,1,19.83,20.52537873
5226,199.49,0.32,0.5,10.78,27.1592491
5227,88.79,0.52,1,62.19,86.92430712
5228,59.85,0.06,1.5,52.28,31.49437345
5229,75.7,0.23,0.5,59.378,41.83822167
5230,81.58,0.26,1,13.453,22.81696089
5231,191.95,0.2,1,54.26,37.74037873
5232,115.17,0.06,1.5,62.68,36.61411724
5233,53.44,0.52,0.5,62.83,86.24924702
5234,88.79,0.2,1.5,53.5,39.18431437
5235,75.7,0.2,0.5,17.99,18.61582167
5236,75.44,0.26,0.5,28.66,29.36087694
5237,57.95,0.23,1.5,53.499,41.77215162
5238,57.95,0.32,0.5,53.5,48.64168382
5239,88.79,0.29,1,51.5,45.06450712
5240,115.17,0.4,1,55.72,62.02511
5241,178.13,0.32,1,51.2,48.4448206
5242,199.49,0.16,0.5,51.22,32.3264491
5243,129.12,0.16,0.5,11.79,12.63876861
5244,199.49,0.23,1,13.23,19.75180965
5245,53.44,0.52,1,57.4,84.60380758
5246,57.95,0.32,0.5,10.78,27.28168382
5247,53.44,0.32,1,17.24,31.59580758
5248,75.44,0.29,0.5,28.3,32.41487694
5249,178.13,0.29,1.5,14.34,28.19142785
5250,88.79,0.52,1.5,54.13,84.65771437
5251,81.58,0.52,0.5,39.78,74.65970033
5252,57.95,0.06,1,62.19,34.69144438
5253,178.13,0.16,1,61.89,38.7370206
5254,199.49,0.4,1,64.54,66.39840965
5255,75.44,0.32,1.5,28.3,38.83464474
5256,129.12,0.16,1,17.32,16.47332916
5257,75.7,0.23,1,14.45,20.44378222
5258,199.49,0.4,0.5,50.41,58.2638491
5259,191.95,0.4,0.5,17.24,41.68081817
5260,119.69,0.29,0.5,53.44,44.93587044
5261,75.44,0.52,1,10.78,61.2392375
5262,84.78,0.4,1,51.5,59.94623418
5263,53.44,0.2,1.5,13.45,19.23381482
5264,81.58,0.29,1.5,41.28,41.72786813
5265,84.78,0.29,0.5,50.41,43.45527362
5266,75.44,0.23,1,17.32,21.8792375
5267,84.78,0.52,1.5,17.24,66.21804142
5268,53.44,0.29,0.5,14.45,25.54444702
5269,199.49,0.06,0.5,63.88,34.3444491
5270,199.49,0.06,0.5,14.34,9.574449097
5271,199.49,0.52,0.5,56.95,83.1722491
5272,75.44,0.52,1,19.83,65.7642375
5273,191.95,0.06,0.5,38.102,21.45741817
5274,119.69,0.2,1.5,13.44,19.12523824
5275,75.7,0.06,0.5,59.378,32.17542167
5276,115.17,0.29,1,56.95,47.76371
5277,81.58,0.52,1,56.95,84.31426089
5278,119.69,0.29,1.5,40.11,41.10383824
5279,115.17,0.2,1.5,66.31,45.56351724
5280,75.7,0.06,1,42.96,25.03598222
5281,178.13,0.4,1.5,16.8,44.29782785
5282,75.7,0.16,1.5,13.44,16.35138947
5283,75.7,0.4,1.5,55.999,63.97328947
5284,106.88,0.2,1.5,75.52,50.17525194
5285,115.17,0.4,1.5,51.19,61.52351724
5286,106.88,0.06,1.5,16.23,13.39585194
5287,119.69,0.52,1,63.36,87.480231
5288,115.17,0.29,1.5,51.5,46.80211724
5289,57.95,0.23,1,54.11,40.31424438
5290,129.12,0.29,1.5,13.44,27.76273641
5291,75.7,0.2,0.5,59.58,39.41082167
5292,75.7,0.52,0.5,75.52,92.53922167
5293,191.95,0.4,1.5,55.999,63.89328597
5294,191.95,0.16,1.5,44.4,31.75138597
5295,75.44,0.2,1.5,14.52,19.71424474
5296,191.95,0.32,1,19.83,32.75577873
5297,84.78,0.52,1,11.79,61.72963418
5298,59.85,0.32,1.5,12.6,31.01917345
5299,59.85,0.32,0.5,51.18,47.47620565
5300,119.69,0.29,1.5,18.4,30.24883824
5301,59.85,0.4,1.5,63.36,67.68877345
5302,59.85,0.32,0.5,17.32,30.54620565
5303,106.88,0.29,0.5,19.958,28.20488414
5304,178.13,0.06,0.5,19.96,12.39046005
5305,106.88,0.06,0.5,14.52,9.707884145
5306,88.79,0.52,0.5,14.52,62.01974657
5307,53.44,0.32,1.5,17.99,33.73421482
5308,88.79,0.52,1,61.89,86.77430712
5309,106.88,0.16,1,11.79,13.7244447
5310,81.58,0.4,0.5,51.18,58.72130033
5311,75.44,0.26,1.5,54.13,44.92884474
5312,53.44,0.32,1.5,54.26,51.86921482
5313,129.12,0.06,0.5,62.19,33.52676861
5314,81.58,0.26,1.5,11.86,23.78386813
5315,75.44,0.32,1,42.96,44.4012375
5316,57.95,0.52,1.5,11.86,63.58265162
5317,59.85,0.29,1,54.26,46.49896621
5318,88.79,0.26,1.5,75.52,55.60391437
